name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Unter-Mí_ssing,24124,Valid,"Iron, IIC",80000,Found,1/1/20 00:00,49.09028,11.33333
Merua,15492,Valid,H5,71400,Fell,1/1/20 00:00,25.48333,81.98333
Wu-chu-mu-ch'in,24341,Valid,"Iron, IAB-ung",68860,Found,1/1/20 00:00,45.5,118
Mayodan,15452,Valid,"Iron, IIAB",15400,Found,1/1/20 00:00,36.38333,-79.86667
Kushiike,12381,Valid,OC,4460,Fell,1/1/20 00:00,37.05,138.38333
Chinguetti,5354,Valid,Mesosiderite-B1,4050,Found,1/1/20 00:00,20.25,-12.68333
Witchelina,24319,Valid,H4,3637,Found,1/1/20 00:00,-30,138
San Francisco Mountains,23124,Valid,"Iron, IVA",1700,Found,1/1/20 00:00,35,-112
Aguila Blanca,417,Valid,L,1440,Fell,1/1/20 00:00,-30.86667,-64.55
Morrill,16749,Valid,"Iron, IAB-an",1387,Found,1/1/20 00:00,42.18333,-103.93333
Atarra,4883,Valid,L4,1280,Fell,1/1/20 00:00,25.25417,80.625
Simmern,23603,Valid,H5,1222,Fell,1/1/20 00:00,49.98333,7.53333
Navajo,16926,Valid,"Iron, IIAB",2184000,Found,1/1/21 00:00,35.33333,-109.5
Santa Luzia,23166,Valid,"Iron, IIAB",1918000,Found,1/1/21 00:00,-16.26667,-47.95
Uegit,24105,Valid,"Iron, IIIAB",252000,Found,1/1/21 00:00,3.81667,43.33333
Milly Milly,16688,Valid,"Iron, IIIAB",26500,Found,1/1/21 00:00,-26.11667,116.66667
Tuan Tuc,24060,Valid,L6,13100,Fell,1/1/21 00:00,9.66667,105.66667
Vaalbult,24141,Valid,"Iron, IAB-MG",11800,Found,1/1/21 00:00,-29.75,22.5
Rose City,22766,Valid,H5,10600,Fell,1/1/21 00:00,44.51667,-83.95
Franklin,10178,Valid,H5,9062,Found,1/1/21 00:00,36.71667,-86.56667
Pitts,18837,Valid,"Iron, IAB-ung",3760,Fell,1/1/21 00:00,31.95,-83.51667
Shikarpur,23534,Valid,L6,3679.7,Fell,1/1/21 00:00,25.85,87.5775
Samelia,23115,Valid,"Iron, IIIAB",2462,Fell,1/1/21 00:00,25.66667,74.86667
El Qoseir,7815,Valid,"Iron, ungrouped",2405,Found,1/1/21 00:00,26.28333,34.25
Sharps,23525,Valid,H3.4,1265,Fell,1/1/21 00:00,37.83333,-76.7
Beyrout,5035,Valid,LL3.8,1100,Fell,1/1/21 00:00,33.88333,35.5
Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000,Found,1/1/22 00:00,31.71667,-102.4
Piedade do Bagre,18817,Valid,"Iron, ungrouped",59000,Found,1/1/22 00:00,-18.94167,-44.98333
Tieraco Creek,23987,Valid,"Iron, IIIAB",41700,Found,1/1/22 00:00,-26.33333,118.33333
Glasgow,10927,Valid,"Iron, IIIAB",20400,Found,1/1/22 00:00,37.01667,-85.91667
New Baltimore,16952,Valid,"Iron, ungrouped",20000,Found,1/1/22 00:00,40,-78.85
Tjerebon,24012,Valid,L5,16500,Fell,1/1/22 00:00,-6.66667,106.58333
Dungannon,7747,Valid,"Iron, IAB-MG",13000,Found,1/1/22 00:00,36.85,-82.45
Florence,10111,Valid,H3,3640,Fell,1/1/22 00:00,30.83333,-97.76667
Hedeskoga,11869,Valid,H5,3500,Fell,1/1/22 00:00,55.46667,13.78333
Mesa Verde Park,15494,Valid,"Iron, IAB-ung",3500,Found,1/1/22 00:00,37.16667,-108.5
Morden,16743,Valid,"Iron, IAB?",2426,Found,1/1/22 00:00,-30.5,142.33333
Nagai,16890,Valid,L6,1810,Fell,1/1/22 00:00,38.12167,140.06167
Elsinora,10027,Valid,H5,1797,Found,1/1/22 00:00,-29.45,143.6
Carbo,5266,Valid,"Iron, IID",454000,Found,1/1/23 00:00,29.66667,-111.5
Montferrí©,16727,Valid,H5,149000,Fell,1/1/23 00:00,43.39056,1.9625
Savannah,23189,Valid,"Iron, IIIAB",60000,Found,1/1/23 00:00,35.16667,-88.18333
Woodward County,24333,Valid,H4,45500,Found,1/1/23 00:00,36.5,-99.5
Nakhon Pathom,16899,Valid,L6,23200,Fell,1/1/23 00:00,13.73333,100.08333
Coldwater (iron),5398,Valid,Iron,18400,Found,1/1/23 00:00,37.26667,-99.33333
Dalgaranga,5506,Valid,Mesosiderite-A,12200,Found,1/1/23 00:00,-27.71667,117.25
Seneca Township,23499,Valid,"Iron, IVA",11500,Found,1/1/23 00:00,41.78333,-84.18333
Sierra Sandon,23591,Valid,"Iron, IIIAB",6330,Found,1/1/23 00:00,-25.16667,-69.28333
Newport,16962,Valid,"Pallasite, PMG",5600,Found,1/1/23 00:00,35.6,-91.26667
Goodland,10945,Valid,L4,3628,Found,1/1/23 00:00,39.35,-101.66667
Serra de Magí©,23502,Valid,Eucrite-cm,1800,Fell,1/1/23 00:00,-8.38333,-36.76667
Holetta,11895,Valid,Stone-uncl,1415,Fell,1/1/23 00:00,9.06667,38.41667
Allen,2277,Valid,H4,1407,Found,1/1/23 00:00,33.1,-96.7
Ashdon,2346,Valid,L6,1300,Fell,1/1/23 00:00,52.05,0.3
Birni N'konni,5056,Valid,H4,560,Fell,1/1/23 00:00,13.76667,5.3
Huckitta,11922,Valid,"Pallasite, PMG-an",2300000,Found,1/1/24 00:00,-22.36667,135.76667
Olivenza,18013,Valid,LL5,150000,Fell,1/1/24 00:00,38.71667,-7.06667
Weekeroo Station,24230,Valid,"Iron, IIE-an",94200,Found,1/1/24 00:00,-32.26667,139.86667
Johnstown,12198,Valid,Diogenite,40300,Fell,1/1/24 00:00,40.35,-104.9
Lake Labyrinth,12444,Valid,LL6,25850,Found,1/1/24 00:00,-30.53333,134.75
Four Corners,10172,Valid,"Iron, IAB-ung",25000,Found,1/1/24 00:00,37,-109.05
Bí©rí©ba,5028,Valid,Eucrite-mmict,18000,Fell,1/1/24 00:00,11.65,-3.65
Coldwater (stone),5399,Valid,H5,16000,Found,1/1/24 00:00,37.26667,-99.33333
Achilles,369,Valid,H5,16000,Found,1/1/24 00:00,39.77667,-100.81333
Beeler,4994,Valid,LL6,11620,Found,1/1/24 00:00,38.53333,-100.21667
Forksville,10123,Valid,L6,6067,Fell,1/1/24 00:00,36.78333,-78.08333
Santa Isabel,23165,Valid,L6,5500,Fell,1/1/24 00:00,-33.9,-61.7
Muraid,16874,Valid,L6,4703,Fell,1/1/24 00:00,24.5,90.21667
Success,23736,Valid,L6,3500,Fell,1/1/24 00:00,36.48333,-90.66667
La Colina,12395,Valid,H5,2000,Fell,1/1/24 00:00,-37.33333,-61.53333
Dermbach,6665,Valid,"Iron, ungrouped",1500,Found,1/1/24 00:00,50.71667,10.11667
Unkoku,24123,Valid,OC,1000,Fell,1/1/24 00:00,34.8,127
Patos de Minas (octahedrite),18114,Valid,"Iron, IAB complex",200000,Found,1/1/25 00:00,-18.58333,-46.53333
Sandia Mountains,23156,Valid,"Iron, IIAB",45000,Found,1/1/25 00:00,35.25,-106.5
Glenormiston,10933,Valid,"Iron, ungrouped",40800,Found,1/1/25 00:00,-22.9,138.71667
Patos de Minas (hexahedrite),18113,Valid,"Iron, IIAB",32000,Found,1/1/25 00:00,-18.58333,-46.53333
Aí¿r,424,Valid,L6,24000,Fell,1/1/25 00:00,19.08333,8.38333
Opava,18021,Valid,Iron,14300,Found,1/1/25 00:00,49.96667,17.9
Morven,16754,Valid,H4/5,7100,Found,1/1/25 00:00,-44.81667,171.13333
Queen's Mercy,22357,Valid,H6,7000,Fell,1/1/25 00:00,-30.11667,28.7
Lanzenkirchen,12465,Valid,L4,7000,Fell,1/1/25 00:00,47.75,16.23333
Chaves,5334,Valid,Howardite,2945,Fell,1/1/25 00:00,41.93333,-7.46667
Ellemeet,10019,Valid,Diogenite,1470,Fell,1/1/25 00:00,51.75,4
Oakley (iron),17972,Valid,"Iron, IIIF",111000,Found,1/1/26 00:00,42.33333,-113.7
Deport,6662,Valid,"Iron, IAB-sLL",15000,Found,1/1/26 00:00,33.51667,-95.3
Lua,14721,Valid,L5,9241,Fell,1/1/26 00:00,24.95,75.15
Okahandja,17999,Valid,"Iron, IIAB",6580,Found,1/1/26 00:00,-21.98333,16.93333
Ojuelos Altos,17997,Valid,L6,5850,Fell,1/1/26 00:00,38.18333,-5.4
Weatherford,24226,Valid,CBa,2000,Found,1/1/26 00:00,35.5,-98.7
Peck's Spring,18182,Valid,L5,1600,Found,1/1/26 00:00,32,-102
Urasaki,24129,Valid,Stone-uncl,1500,Fell,1/1/26 00:00,34.48333,133.28333
Jajh deh Kot Lalu,12067,Valid,EL6,973,Fell,1/1/26 00:00,26.75,68.41667
Wallapai,24206,Valid,"Iron, IID",430000,Found,1/1/27 00:00,35.8,-113.7
Hugoton,11984,Valid,H5,350000,Found,1/1/27 00:00,37.2,-101.35
Udei Station,24101,Valid,"Iron, IAB-ung",103000,Fell,1/1/27 00:00,7.95,8.08333
Social Circle,23659,Valid,"Iron, IVA",99300,Found,1/1/27 00:00,33.7,-83.7
Tilden,23998,Valid,L6,74800,Fell,1/1/27 00:00,38.2,-89.68333
Hinojal,11887,Valid,L6,50000,Found,1/1/27 00:00,-32.36667,-60.15
Dix,7651,Valid,L6,44000,Found,1/1/27 00:00,41.23333,-103.48333
Pinnaroo,18827,Valid,Mesosiderite-A4,39400,Found,1/1/27 00:00,-35.38333,140.91667
Washington County,24217,Valid,"Iron, ungrouped",5750,Found,1/1/27 00:00,39.7,-103.16667
Ulysses,24110,Valid,H4,3900,Found,1/1/27 00:00,37.6,-101.25
Oesede,17988,Valid,H5,1400,Fell,1/1/27 00:00,52.28333,8.05
Ballinger,4930,Valid,"Iron, IAB-MG",1250,Found,1/1/27 00:00,31.76667,-99.98333
Mamra Springs,15401,Valid,L6,1000,Fell,1/1/27 00:00,45.21667,62.08333
Sopot,23670,Valid,OC,958,Fell,1/1/27 00:00,44.41667,23.5
Trysil,24057,Valid,L/LL6,640,Fell,1/1/27 00:00,61.3,12.3
Orlovka,18029,Valid,H5,40500,Found,1/1/28 00:00,56,76.75
Winona,24285,Valid,Winonaite,24000,Found,1/1/28 00:00,35.2,-111.4
Taicang,23787,Valid,Stone-uncl,20000,Found,1/1/28 00:00,31.5,121.08333
Pií±on,18828,Valid,"Iron, ungrouped",17850,Found,1/1/28 00:00,32.66667,-105.1
Naoki,16908,Valid,H6,17000,Fell,1/1/28 00:00,19.25,77
Adams County,375,Valid,H5,5700,Found,1/1/28 00:00,39.96667,-103.76667
Utzenstorf,24136,Valid,H5,3422,Fell,1/1/28 00:00,47.11667,7.55
Isthilart,12053,Valid,H5,3050,Fell,1/1/28 00:00,-31.18333,-57.95
York (stone),30368,Valid,L6,1440,Found,1/1/28 00:00,40.86667,-97.6
Cotesfield,5454,Valid,L6,1160,Found,1/1/28 00:00,41.36667,-98.63333
Hinojo,11888,Valid,H,1155,Found,1/1/28 00:00,-36.86667,-60.16667
Grant,10957,Valid,"Iron, IIIAB",525000,Found,1/1/29 00:00,35.16667,-107.88333
Ozona,18066,Valid,H6,127500,Found,1/1/29 00:00,30.73333,-101.3
Chihuahua City,5350,Valid,"Iron, IC",54000,Found,1/1/29 00:00,28.66667,-106.11667
Olmedilla de Alarcí_n,18015,Valid,H5,40000,Fell,1/1/29 00:00,39.56667,-2.1
Beardsley,4984,Valid,H5,16000,Fell,1/1/29 00:00,39.8,-101.2
Campbellsville,5245,Valid,"Iron, IIIAB",15400,Found,1/1/29 00:00,37.36667,-85.36667
Khmelevka,12297,Valid,L5,6109,Fell,1/1/29 00:00,56.75,75.33333
Tauk,23887,Valid,L6,6000,Fell,1/1/29 00:00,35.13333,44.45
Padvarninkai,18069,Valid,Eucrite-mmict,3858,Fell,1/1/29 00:00,55.66667,25
Bald Mountain,4925,Valid,L4,3700,Fell,1/1/29 00:00,35.96667,-82.48333
Rewari,22593,Valid,L6,3332,Fell,1/1/29 00:00,28.2,76.66667
Krzadka,12365,Valid,Iron,2500,Found,1/1/29 00:00,50.375,21.73333
Mellenbye,15473,Valid,LL6,1181.6,Found,1/1/29 00:00,-28.85,116.28333
Castrovillari,5295,Valid,Stone-uncl,15000,Fell,01/01/1583 12:00:00 AM,39.8,16.2
Morito,16745,Valid,"Iron, IIIAB",10100000,Found,01/01/1600 12:00:00 AM,27.05,-105.43333
Jalandhar,12069,Valid,Iron,1967,Fell,01/01/1621 12:00:00 AM,31,75
Stretchleigh,23732,Valid,Stone-uncl,10400,Fell,01/01/1623 12:00:00 AM,50.38333,-3.95
Hatford,11855,Valid,Stone-uncl,29000,Fell,01/01/1628 12:00:00 AM,51.65,-1.51667
Minamino,16692,Valid,L,1040,Fell,01/01/1632 12:00:00 AM,35.07833,136.93333
Mount Vaisi,16805,Valid,Stone-uncl,17000,Fell,01/01/1637 12:00:00 AM,44.08333,6.86667
Ortenau,18033,Valid,Stone-uncl,4500,Fell,01/01/1671 12:00:00 AM,48.5,8
Sasagase,23187,Valid,H,695,Fell,01/01/1688 12:00:00 AM,34.71667,137.78333
Schellin,23457,Valid,L,7000,Fell,01/01/1715 12:00:00 AM,53.35,15.05
Siratik,23615,Valid,"Iron, IIAB",1700,Found,01/01/1716 12:00:00 AM,14,-11
Steinbach,23722,Valid,"Iron, IVA-an",98000,Found,01/01/1724 12:00:00 AM,50.5,12.5
Rasgrad,22396,Valid,Stone-uncl,24700,Fell,01/01/1740 12:00:00 AM,43.5,26.53333
Ogi,17994,Valid,H6,14360,Fell,01/01/1741 12:00:00 AM,33.28333,130.2
Krasnojarsk,12356,Valid,"Pallasite, PMG-an",700000,Found,01/01/1749 12:00:00 AM,54.9,91.8
Hraschina,11916,Valid,"Iron, IID",49000,Fell,01/01/1751 12:00:00 AM,46.1,16.33333
Luponnas,14757,Valid,H3-5,14000,Fell,01/01/1753 12:00:00 AM,46.21667,5
Tabor,23776,Valid,H5,7540,Fell,01/01/1753 12:00:00 AM,49.4,14.65
Albareto,453,Valid,L/LL4,2000,Fell,01/01/1766 12:00:00 AM,44.65,11.01667
Mauerkirchen,15446,Valid,L6,19000,Fell,01/01/1768 12:00:00 AM,48.18333,13.13333
Lucí©,14724,Valid,L6,3500,Fell,01/01/1768 12:00:00 AM,47.85,0.48333
Sena,23495,Valid,H4,4000,Fell,01/01/1773 12:00:00 AM,41.71667,-0.05
Rodach,22642,Valid,Stone-uncl,2900,Fell,01/01/1775 12:00:00 AM,50.35,10.8
Toluca,24018,Valid,"Iron, IAB-sLL",3000000,Found,01/01/1776 12:00:00 AM,19.56667,-99.56667
Longchang,14695,Valid,"Iron, IVA-an",158500,Found,01/01/1781 12:00:00 AM,29.3,105.3
Bendegí_,5015,Valid,"Iron, IC",5360000,Found,01/01/1784 12:00:00 AM,-10.11667,-39.2
Eichstí_dt,7775,Valid,H5,3000,Fell,01/01/1785 12:00:00 AM,48.9,11.21667
Kharkov,12291,Valid,L6,1500,Fell,01/01/1787 12:00:00 AM,50.625,35.075
Barbotan,4942,Valid,H5,6400,Fell,01/01/1790 12:00:00 AM,43.95,-0.05
Zacatecas (1792),30381,Valid,"Iron, ungrouped",1000000,Found,01/01/1792 12:00:00 AM,22.81667,-102.56667
Cape of Good Hope,5261,Valid,"Iron, IVB",136000,Found,01/01/1793 12:00:00 AM,-33.5,26
Siena,23586,Valid,LL5,3700,Fell,01/01/1794 12:00:00 AM,43.11667,11.6
Wold Cottage,24325,Valid,L6,25000,Fell,01/01/1795 12:00:00 AM,54.13667,-0.41333
Portugal,18876,Valid,Stone-uncl,4500,Fell,01/01/1796 12:00:00 AM,38.5,-8
Bjelaja Zerkov,5063,Valid,H6,1850,Fell,01/01/1796 12:00:00 AM,49.78333,30.16667
Prambanan,18884,Valid,"Iron, ungrouped",500000,Found,01/01/1797 12:00:00 AM,-7.56667,110.83333
Salles,23111,Valid,L5,9000,Fell,01/01/1798 12:00:00 AM,46.05,4.63333
Benares (a),5011,Valid,LL4,3700,Fell,01/01/1798 12:00:00 AM,25.36667,82.91667
L'Aigle,12434,Valid,L6,37000,Fell,01/01/1803 12:00:00 AM,48.76667,0.63333
Apt,2320,Valid,L6,3200,Fell,01/01/1803 12:00:00 AM,43.86667,5.38333
Mí_ssing,15443,Valid,Howardite,1600,Fell,01/01/1803 12:00:00 AM,48.13333,12.61667
Charcas,5326,Valid,"Iron, IIIAB",1400000,Found,01/01/1804 12:00:00 AM,23.08333,-101.01667
Misteca,16705,Valid,"Iron, ungrouped",10000,Found,01/01/1804 12:00:00 AM,16.8,-97.1
High Possil,11884,Valid,L6,4500,Fell,01/01/1804 12:00:00 AM,55.9,-4.23333
Bitburg,5062,Valid,"Iron, IAB complex",1500000,Found,01/01/1805 12:00:00 AM,49.96667,6.53333
Doroninsk,7718,Valid,H5-7,3891,Fell,01/01/1805 12:00:00 AM,51.2,112.3
Alais,448,Valid,CI1,6000,Fell,01/01/1806 12:00:00 AM,44.11667,4.08333
Weston,24249,Valid,H4,150000,Fell,01/01/1807 12:00:00 AM,41.266667,-73.266667
Timochin,24004,Valid,H5,65500,Fell,01/01/1807 12:00:00 AM,54.5,35.2
Red River,22548,Valid,"Iron, IIIAB",800000,Found,01/01/1808 12:00:00 AM,32,-95
Stannern,23713,Valid,Eucrite-mmict,52000,Fell,01/01/1808 12:00:00 AM,49.28333,15.56667
Lissa,14661,Valid,L6,12800,Fell,01/01/1808 12:00:00 AM,50.2,14.85
Borgo San Donino,5110,Valid,LL6,1676,Fell,01/01/1808 12:00:00 AM,44.86667,10.05
Santa Rosa,23167,Valid,"Iron, IC",825000,Found,01/01/1810 12:00:00 AM,5.91667,-73
Brahin,5130,Valid,"Pallasite, PMG",823000,Found,01/01/1810 12:00:00 AM,52.5,30.33333
Charsonville,5329,Valid,H6,27000,Fell,01/01/1810 12:00:00 AM,47.93333,1.56667
Mooresfort,16737,Valid,H5,3520,Fell,01/01/1810 12:00:00 AM,52.45,-8.33333
Caswell County,5296,Valid,OC,1360,Fell,01/01/1810 12:00:00 AM,36.5,-79.25
Kuleschovka,12370,Valid,L6,6000,Fell,01/01/1811 12:00:00 AM,50.75,33.5
Berlanguillas,5029,Valid,L6,1440,Fell,01/01/1811 12:00:00 AM,41.68333,-3.8
Chantonnay,5325,Valid,L6,31500,Fell,01/01/1812 12:00:00 AM,46.68333,1.05
Erxleben,10049,Valid,H6,2250,Fell,01/01/1812 12:00:00 AM,52.21667,11.25
Toulouse,24036,Valid,H6,1030,Fell,01/01/1812 12:00:00 AM,43.6,1.4
Limerick,14652,Valid,H5,50000,Fell,01/01/1813 12:00:00 AM,52.56667,-8.78333
Luotolax,14756,Valid,Howardite,885,Fell,01/01/1813 12:00:00 AM,61.2,27.7
Lenarto,12763,Valid,"Iron, IIIAB",108500,Found,01/01/1814 12:00:00 AM,49,21
Agen,392,Valid,H5,30000,Fell,01/01/1814 12:00:00 AM,44.21667,0.61667
Bachmut,4917,Valid,L6,18000,Fell,01/01/1814 12:00:00 AM,48.6,38
Durala,7750,Valid,L6,13200,Fell,01/01/1815 12:00:00 AM,30.3,76.63333
Chassigny,5331,Valid,Martian (chassignite),4000,Fell,01/01/1815 12:00:00 AM,47.71667,5.36667
Cape York,5262,Valid,"Iron, IIIAB",58200000,Found,01/01/1818 12:00:00 AM,76.13333,-64.93333
Cambria,5203,Valid,"Iron, ungrouped",16300,Found,01/01/1818 12:00:00 AM,43.2,-78.8
Seres,23501,Valid,H4,8500,Fell,01/01/1818 12:00:00 AM,41.05,23.56667
Zaborzika,30379,Valid,L6,3867,Fell,01/01/1818 12:00:00 AM,50.28333,27.68333
Slobodka,23645,Valid,L4,2750,Fell,01/01/1818 12:00:00 AM,55,35
Burlington,5172,Valid,"Iron, IIIE",68000,Found,01/01/1819 12:00:00 AM,42.75,-75.18333
Jonzac,12202,Valid,Eucrite-mmict,5000,Fell,01/01/1819 12:00:00 AM,45.43333,-0.45
Pohlitz,18853,Valid,L5,3000,Fell,01/01/1819 12:00:00 AM,50.93333,12.13333
Lixna,14670,Valid,H4,5213,Fell,01/01/1820 12:00:00 AM,56,26.43333
Juvinas,12214,Valid,Eucrite-mmict,91000,Fell,01/01/1821 12:00:00 AM,44.71667,4.3
Imilac,12025,Valid,"Pallasite, PMG",920000,Found,01/01/1822 12:00:00 AM,-24.20333,-68.80667
Futtehpur,10839,Valid,L6,4000,Fell,01/01/1822 12:00:00 AM,25.95,80.81667
Guilford County,11444,Valid,"Iron, IIIAB",1100,Found,01/01/1822 12:00:00 AM,35.56667,-79.83333
Nobleborough,16984,Valid,Eucrite-pmict,2300,Fell,01/01/1823 12:00:00 AM,44.08333,-69.48333
Botschetschki,5117,Valid,L4,614,Fell,01/01/1823 12:00:00 AM,51.33333,33.88333
Tounkin,24037,Valid,OC,2000,Fell,01/01/1824 12:00:00 AM,51.73333,102.53333
Zebrak,30397,Valid,H5,2000,Fell,01/01/1824 12:00:00 AM,49.88333,13.91667
Renazzo,22586,Valid,CR2,1000,Fell,01/01/1824 12:00:00 AM,44.76667,11.28333
Yanhuitlan,30349,Valid,"Iron, IVA",421000,Found,01/01/1825 12:00:00 AM,17.53333,-97.35
Nanjemoy,16904,Valid,H6,7500,Fell,01/01/1825 12:00:00 AM,38.41667,-77.16667
Honolulu,11904,Valid,L5,2420,Fell,01/01/1825 12:00:00 AM,21.3,-157.86667
Pavlograd,18176,Valid,L6,40000,Fell,01/01/1826 12:00:00 AM,48.53333,35.98333
Drake Creek,7728,Valid,L6,5000,Fell,01/01/1827 12:00:00 AM,36.4,-86.5
Bialystok,5042,Valid,Eucrite-pmict,4000,Fell,01/01/1827 12:00:00 AM,53.1,23.2
La Caille,12393,Valid,"Iron, ungrouped",626000,Found,01/01/1828 12:00:00 AM,43.73333,6.78333
Richmond,22603,Valid,LL5,1800,Fell,01/01/1828 12:00:00 AM,37.46667,-77.5
Bohumilitz,5099,Valid,"Iron, IAB-MG",59000,Found,01/01/1829 12:00:00 AM,49.05,13.76667
Forsyth,10164,Valid,L6,16300,Fell,01/01/1829 12:00:00 AM,33.01667,-83.96667
Krasnoi-Ugol,12355,Valid,L6,2440,Fell,01/01/1829 12:00:00 AM,54.03333,40.9
Launton,12740,Valid,L6,1060,Fell,01/01/1830 12:00:00 AM,51.9,-1.11667
Vouillí©,24191,Valid,L6,20000,Fell,01/01/1831 12:00:00 AM,46.63333,0.16667
Wessely,24244,Valid,H5,3750,Fell,01/01/1831 12:00:00 AM,48.95,17.38333
Walker County,24204,Valid,"Iron, IIAB",74800,Found,01/01/1832 12:00:00 AM,34,-87.16667
Lime Creek,14651,Valid,"Iron, IAB-ung",20000,Found,01/01/1834 12:00:00 AM,31.55,-87.51667
Charwallas,5330,Valid,H6,12000,Fell,01/01/1834 12:00:00 AM,29.48333,75.5
Okniny,18002,Valid,LL6,12000,Fell,01/01/1834 12:00:00 AM,50.83333,25.5
Charlotte,5328,Valid,"Iron, IVA",4300,Fell,01/01/1835 12:00:00 AM,36.16667,-87.33333
Aldsworth,461,Valid,LL5,700,Fell,01/01/1835 12:00:00 AM,51.78333,-1.78333
Gibeon,10912,Valid,"Iron, IVA",26000000,Found,01/01/1836 12:00:00 AM,-25.5,18
Wichita County,24257,Valid,"Iron, IAB-MG",145000,Found,01/01/1836 12:00:00 AM,34.06667,-98.91667
Macau,15370,Valid,H5,1500,Fell,01/01/1836 12:00:00 AM,-5.2,-36.66667
Mascombes,15438,Valid,L6,1000,Fell,01/01/1836 12:00:00 AM,45.36667,1.86667
Aubres,4893,Valid,Aubrite,800,Fell,01/01/1836 12:00:00 AM,44.38333,5.16667
Coahuila,5387,Valid,"Iron, IIAB",2100000,Found,01/01/1837 12:00:00 AM,28.7,-102.73333
Cosby's Creek,5450,Valid,"Iron, IAB-MG",960000,Found,01/01/1837 12:00:00 AM,35.78333,-83.25
Yonozu,30366,Valid,H4/5,31650,Fell,01/01/1837 12:00:00 AM,37.75,139
Gross-Divina,11207,Valid,H5,10500,Fell,01/01/1837 12:00:00 AM,49.26667,18.71667
Esnandes,10051,Valid,L6,1500,Fell,01/01/1837 12:00:00 AM,46.25,-1.1
Chandakapur,5320,Valid,L5,8800,Fell,01/01/1838 12:00:00 AM,20.26667,76.01667
Cold Bokkeveld,5397,Valid,CM2,5200,Fell,01/01/1838 12:00:00 AM,-33.13333,19.38333
Akbarpur,427,Valid,H4,1800,Fell,01/01/1838 12:00:00 AM,29.71667,77.95
Simbirsk (of P. Partsch),23602,Valid,OC,1500,Found,01/01/1838 12:00:00 AM,54.3,48.4
Slobodka (of P. Partsch),23646,Valid,L6,950,Found,01/01/1838 12:00:00 AM,55,35
Putnam County,18906,Valid,"Iron, IVA",32700,Found,01/01/1839 12:00:00 AM,33.25,-83.25
Smithland,23650,Valid,"Iron, IVA",5000,Found,01/01/1839 12:00:00 AM,37.13333,-88.4
Black Mountain,5066,Valid,"Iron, IAB-MG",800,Found,01/01/1839 12:00:00 AM,35.58333,-82.35
Asheville,2347,Valid,"Iron, IIIAB",800,Found,01/01/1839 12:00:00 AM,35.58333,-82.53333
Magura,15388,Valid,"Iron, IAB-MG",150000,Found,01/01/1840 12:00:00 AM,49.33333,19.48333
Carthage,5282,Valid,"Iron, IIIAB",127000,Found,01/01/1840 12:00:00 AM,36.26667,-85.98333
Smithville,23654,Valid,"Iron, IAB-MG",70500,Found,01/01/1840 12:00:00 AM,35.98333,-85.85
Cereseto,5308,Valid,H5,6460,Fell,01/01/1840 12:00:00 AM,45.08333,8.3
Karakol,12256,Valid,LL6,3000,Fell,01/01/1840 12:00:00 AM,47.21667,81.01667
Uden,24103,Valid,LL7,710,Fell,01/01/1840 12:00:00 AM,51.65,5.61667
Chí¢teau-Renard,5332,Valid,L6,30000,Fell,01/01/1841 12:00:00 AM,47.93333,2.91667
Petropavlovsk,18803,Valid,"Iron, ungrouped",7000,Found,01/01/1841 12:00:00 AM,53.35,87.18333
St. Christophe-la-Chartreuse,23082,Valid,L6,5500,Fell,01/01/1841 12:00:00 AM,46.95,-1.5
Grí_neberg,11426,Valid,H4,1000,Fell,01/01/1841 12:00:00 AM,51.93333,15.5
Milena,16640,Valid,L6,10000,Fell,01/01/1842 12:00:00 AM,46.18333,16.1
Babb's Mill (Troost's Iron),4916,Valid,"Iron, ungrouped",6400,Found,01/01/1842 12:00:00 AM,36.3,-82.88333
Barea,4946,Valid,Mesosiderite-A1,3200,Fell,01/01/1842 12:00:00 AM,42.38333,-2.5
Aumieres,4900,Valid,L6,2000,Fell,01/01/1842 12:00:00 AM,44.33333,3.23333
Utrecht,24135,Valid,L6,9700,Fell,01/01/1843 12:00:00 AM,52.11667,5.18333
Verkhne Tschirskaia,24165,Valid,H5,8000,Fell,01/01/1843 12:00:00 AM,48.41667,43.2
Bishopville,5059,Valid,Aubrite,6000,Fell,01/01/1843 12:00:00 AM,34.16667,-80.28333
Klein-Wenden,12332,Valid,H6,3250,Fell,01/01/1843 12:00:00 AM,51.6,10.8
Berdyansk,5027,Valid,L6,2250,Found,01/01/1843 12:00:00 AM,46.75,36.81667
Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070,Found,01/01/1844 12:00:00 AM,34.3,-81.4
Favars,10078,Valid,H5,1500,Fell,01/01/1844 12:00:00 AM,44.38333,2.81667
Cosina,5451,Valid,H5,1200,Fell,01/01/1844 12:00:00 AM,21.16667,-100.86667
Barratta,4951,Valid,L4,200000,Found,01/01/1845 12:00:00 AM,-35.3,144.56667
Le Pressoir,12748,Valid,H5,3000,Fell,01/01/1845 12:00:00 AM,47.16667,0.43333
Le Teilleul,12749,Valid,Howardite,780,Fell,01/01/1845 12:00:00 AM,48.53333,-0.86667
Netschaí‚vo,16949,Valid,"Iron, IIE-an",250000,Found,01/01/1846 12:00:00 AM,54.23333,35.15
